design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Final_Util,Peak_Memory_Usage_MB,synth_cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,pin_antenna_violations,net_antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,DecapCells,WelltapCells,DiodeCells,FillCells,NonPhysCells,TotalCells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,FP_ASPECT_RATIO,FP_CORE_UTIL,FP_PDN_HPITCH,FP_PDN_VPITCH,GRT_ADJUSTMENT,GRT_REPAIR_ANTENNAS,MAX_FANOUT_CONSTRAINT,PL_TARGET_DENSITY,RUN_HEURISTIC_DIODE_INSERTION,STD_CELL_LIBRARY,SYNTH_STRATEGY
/home/anton/projects/CUP-algofoogle/openlane/user_proj_example,user_proj_example,24_09_26_03_52,flow completed,2h29m16s0ms,1h50m15s0ms,11657.61316872428,7.29,2914.40329218107,1.7,-1,16344.34,12110,0,0,0,0,0,0,-1,7,7,0,0,-1,712908,130672,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,525721664.0,0.0,3.09,3.06,0.34,0.14,-1,14751,18667,352,4100,0,0,0,15954,244,29,348,1939,1950,2388,1184,1321,1523,1819,70,1792210,102544,2972,109423,21246,2028395,7196251.776,-1,-1,-1,0.125,0.166,5.81e-06,-1,-1,-1,8.239999999999998,25.0,40.0,25,1,25,153.18,153.6,0.3,1,16,0.35,1,sky130_fd_sc_hd,AREA 0
